     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3823500 2818500  1 10  8  -0.7 1025 176  0.8 7  3.5  99    0    0 270 -314  3
3823500 2818500  1 10  9  -0.8 1026 195  1.4 7  3.5  99    0    0 275 -313  3
3823500 2818500  1 10 10  -0.5 1027 195  1.0 8  3.6 100    1   37 281 -312  3
3823500 2818500  1 10 11  -0.5 1027 194  1.5 6  3.6 100    4   72 276 -313  3
3823500 2818500  1 10 12  -0.2 1027 196  1.2 7  3.6  99    0   47 274 -316  3
3823500 2818500  1 10 13   0.6 1028 205  1.1 8  3.8  99    0   48 288 -318  3
3823500 2818500  1 10 14   1.0 1028 214  1.1 8  3.9  99    0   46 298 -319  3
3823500 2818500  1 10 15   1.5 1028 210  1.0 7  4.0  98    1   65 298 -319  3
3823500 2818500  1 10 16   1.6 1028 194  1.3 8  4.1  98    1   33 299 -319  3
3823500 2818500  1 10 17   1.4 1028 203  1.1 6  4.1  99    0    2 291 -319  3
3823500 2818500  1 10 18   1.4 1028 203  1.3 7  4.0  98    0    0 280 -317  3
3823500 2818500  1 10 19   1.5 1028 193  2.2 6  4.0  97    0    0 276 -314  3
3823500 2818500  1 10 20   0.5 1028 208  2.5 7  3.9  98    0    0 270 -313  3
3823500 2818500  1 10 21   0.3 1028 231  1.6 7  3.8  99    0    0 268 -311  3
3823500 2818500  1 10 22   0.9 1028 209  1.7 7  3.8  96    0    0 265 -310  3
3823500 2818500  1 10 23   1.1 1028 218  1.6 5  3.9  96    0    0 256 -309  3
3823500 2818500  1 10 24   0.9 1029 229  1.8 8  3.9  98    0    0 259 -309  3
3823500 2818500  1 11  1   0.5 1029 214  2.0 8  3.8  97    0    0 270 -309  3
3823500 2818500  1 11  2   0.1 1028 221  1.4 8  3.7  96    0    0 267 -310  3
3823500 2818500  1 11  3   0.0 1029 226  1.9 8  3.6  97    0    0 267 -311  3
3823500 2818500  1 11  4  -0.2 1029 221  1.7 8  3.6  97    0    0 266 -311  3
3823500 2818500  1 11  5  -0.1 1028 212  1.6 8  3.6  97    0    0 266 -311  3
3823500 2818500  1 11  6   0.0 1028 210  2.2 8  3.6  96    0    0 267 -312  3
3823500 2818500  1 11  7   0.0 1028 224  2.5 8  3.6  95    0    0 268 -312  3
3823500 2818500  1 11  8   0.0 1028 210  2.1 7  3.5  94    0    0 264 -312  3
3823500 2818500  1 11  9   0.0 1028 211  2.5 7  3.5  93    0    0 262 -311  3
3823500 2818500  1 11 10   0.1 1028 217  2.4 7  3.5  93    2   37 265 -312  3
3823500 2818500  1 11 11   0.7 1029 212  2.9 6  3.5  92   32   79 265 -314  3
3823500 2818500  1 11 12   1.7 1029 209  2.6 4  3.6  89  103  102 257 -317  3
3823500 2818500  1 11 13   2.5 1028 224  2.9 3  3.7  85  145  102 248 -319  3
3823500 2818500  1 11 14   3.3 1028 220  2.6 3  3.7  81  135   94 248 -320  3
3823500 2818500  1 11 15   3.7 1028 210  3.0 3  3.7  77  105   75 252 -321  3
3823500 2818500  1 11 16   3.2 1027 211  2.9 2  3.6  76   45   45 248 -321  3
3823500 2818500  1 11 17   2.3 1027 207  2.8 3  3.6  78    3    8 248 -320  3
3823500 2818500  1 11 18   1.4 1027 195  2.5 3  3.5  81    0    0 253 -320  3
3823500 2818500  1 11 19   1.2 1027 201  2.5 3  3.5  84    0    0 252 -320  3
3823500 2818500  1 11 20   1.0 1027 199  2.3 3  3.4  84    0    0 252 -320  3
3823500 2818500  1 11 21   0.6 1027 192  1.8 2  3.3  84    0    0 247 -320  3
3823500 2818500  1 11 22   0.4 1027 194  1.6 1  3.2  84    0    0 236 -320  3
3823500 2818500  1 11 23   0.3 1027 199  1.7 0  3.2  83    0    0 226 -320  3
3823500 2818500  1 11 24   0.0 1026 203  1.5 1  3.2  84    0    0 224 -319  3
3823500 2818500  1 12  1  -0.1 1026 204  2.3 1  3.1  84    0    0 227 -317  3
3823500 2818500  1 12  2   0.4 1025 200  2.2 1  3.1  82    0    0 225 -315  3
3823500 2818500  1 12  3  -0.2 1025 190  2.1 1  3.0  81    0    0 224 -313  3
3823500 2818500  1 12  4   0.0 1025 202  2.3 0  3.0  81    0    0 217 -311  3
