stunde_des_jahres,t
1641,8.04
1642,7.570999999999999
1643,7.1019999999999985
1644,6.565999999999999
1645,6.297999999999999
1646,6.163999999999998
1647,7.034999999999998
1648,6.833999999999999
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,7.4369999999999985
1663,7.4369999999999985
1664,7.4369999999999985
1665,7.235999999999999
1666,6.967999999999998
1667,6.498999999999998
1668,5.761999999999999
1669,5.426999999999999
1670,5.226
1671,5.292999999999999
1672,5.226
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,7.503999999999998
1687,7.503999999999998
1688,7.302999999999999
1689,7.1019999999999985
1690,7.637999999999999
1691,7.905999999999999
1692,7.168999999999999
1693,7.168999999999999
1694,7.302999999999999
1695,7.369999999999999
1696,7.235999999999999
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,11.121999999999998
1711,11.591
1712,11.121999999999998
1713,10.049999999999997
1714,9.245999999999999
1715,8.441999999999998
1716,7.369999999999999
1717,7.034999999999998
1718,7.034999999999998
1719,7.034999999999998
1720,7.034999999999998
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,10.719999999999999
1783,10.786999999999999
1784,10.719999999999999
1785,10.451999999999998
1786,10.183999999999997
1787,9.781999999999998
1788,9.513999999999998
1789,9.044999999999998
1790,8.776999999999997
1791,8.575999999999999
1792,8.441999999999998
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,10.251
1807,10.317999999999998
1808,9.915999999999999
1809,9.379999999999999
1810,8.441999999999998
1811,7.838999999999998
1812,7.972999999999999
1813,7.905999999999999
